Constituency,State,MP,Party,Year,PC_NO,PC_TYPE,MONTH,CAND_SEX,TOTVOTPOLL
Kanpur,UTTAR PRADESH,Sriprakash Jaiswal,INC,2002,65,GEN,7,M,293610
Khalilabad,UTTAR PRADESH,Bhal Chandra Yadav,SP,2002,36,GEN,7,M,236837
Kheri,UTTAR PRADESH,Ravi Prakash Verma,SP,2002,15,GEN,7,M,202373
Khurja,UTTAR PRADESH,Ashok Kumar Pradhan,BJP,2002,77,SC,7,M,216011
Lalganj,UTTAR PRADESH,Dr. Bali Ram,BSP,2002,46,SC,7,M,229122
Lucknow,UTTAR PRADESH,Atal Bihari Vajpayee,BJP,2002,20,GEN,7,M,362709
Machhlishahr,UTTAR PRADESH,Chandra Nath Singh,SP,2002,47,GEN,7,M,201509
Maharajganj,UTTAR PRADESH,Akhilesh  Singh,SP,2002,39,GEN,7,M,239826
Mainpuri,UTTAR PRADESH,Balram Singh Yadav,SP,2002,69,GEN,7,M,244113
Mathura,UTTAR PRADESH,Ch. Tejvir Singh,BJP,2002,74,GEN,7,M,210212
Meerut,UTTAR PRADESH,Avtar Singh Bhadana,INC,2002,80,GEN,7,M,258456
Mirzapur,UTTAR PRADESH,RAM RATI BIND,SP,2002,54,GEN,7,M,195329
Misrikh,UTTAR PRADESH,Sushila Saroj,SP,2002,18,SC,7,F,159279
Mohanlalganj,UTTAR PRADESH,Reena Chowdhary,SP,2002,21,SC,7,F,182034
Moradabad,UTTAR PRADESH,Chandra Vijay Singh Alias Baby Raja,ABLTC,2002,7,GEN,7,M,253321
Muzaffarnagar,UTTAR PRADESH,Saiduzzaman,INC,2002,82,GEN,7,M,196669
Nainital,UTTAR PRADESH,Narayan Datt Tiwari,INC,2002,4,GEN,7,M,350381
Padrauna,UTTAR PRADESH,Ram Nagina Mishra,BJP,2002,40,GEN,7,M,196651
Phulpur,UTTAR PRADESH,Dharam Raj Singh Patel,SP,2002,55,GEN,7,M,183282
Pilibhit,UTTAR PRADESH,Maneka Gandhi,IND,2002,13,GEN,7,F,433421
Pratapgarh,UTTAR PRADESH,Rajkumari Ratna Singh,INC,2002,24,GEN,7,F,202170
Rae Bareli,UTTAR PRADESH,Captain Satish Sharma,INC,2002,23,GEN,7,M,224202
Rampur,UTTAR PRADESH,Begum Noor Bano Urf Mahtab Zamani Begum,INC,2002,8,GEN,7,F,338493
Robertsganj,UTTAR PRADESH,Ram Shakal,BJP,2002,53,SC,7,M,200826
Saharanpur,UTTAR PRADESH,Mansoor Ali Khan,BSP,2002,84,GEN,7,M,235659
Saidpur,UTTAR PRADESH,Tufani Saroj,SP,2002,49,SC,7,M,237438
Salempur,UTTAR PRADESH,Babban Rajbhar,BSP,2002,42,GEN,7,M,170558
Sambhal,UTTAR PRADESH,Mulayam Singh Yadav,SP,2002,9,GEN,7,M,259430
Shahabad,UTTAR PRADESH,Daud Ahmad,BSP,2002,16,GEN,7,M,214146
Shahjahanpur,UTTAR PRADESH,RAMMURTI SINGH VERMA,SP,2002,14,GEN,7,M,152971
Sitapur,UTTAR PRADESH,Rajesh Verma,BSP,2002,17,GEN,7,M,211120
Sultanpur,UTTAR PRADESH,Jai Bhadra Singh,BSP,2002,26,GEN,7,M,173558
Tehri Garhwal,UTTAR PRADESH,Manabendra Shah,BJP,2002,1,GEN,7,M,207839
Unnao,UTTAR PRADESH,Deepak Kumar,SP,2002,22,GEN,7,M,207242
Varanasi,UTTAR PRADESH,Shankar Prasad Jaiswal,BJP,2002,52,GEN,7,M,211955
Alipurduars,WEST BENGAL,Joachim Baxla,RSP,2002,2,ST,7,M,389919
Arambagh,WEST BENGAL,Anil Basu,CPM,2002,28,GEN,7,M,503920
Asansol,WEST BENGAL,Bikash Chowdhury,CPM,2002,38,GEN,7,M,377265
Balurghat,WEST BENGAL,Barman Ranen,RSP,2002,6,SC,7,M,375669
Bankura,WEST BENGAL,Acharia Basudeb,CPM,2002,35,GEN,7,M,381720
Barasat,WEST BENGAL,Dr.Ranjit Kumar Panja,AITC,2002,13,GEN,7,M,518520
Barrackpore,WEST BENGAL,Tarit Baran Topdar,CPM,2002,19,GEN,7,M,399269
Basirhat,WEST BENGAL,Ajoy Chakraborty,CPI,2002,14,GEN,7,M,407903
Berhampore,WEST BENGAL,Adhir Ranjan Chowdhury,INC,2002,10,GEN,7,M,434073
Birbhum,WEST BENGAL,Ram Chandra Dome,CPM,2002,42,SC,7,M,373687
Bolpur,WEST BENGAL,Somnath Chatterjee,CPM,2002,41,GEN,7,M,464199
Burdwan,WEST BENGAL,Sar Nikhilananda,CPM,2002,39,GEN,7,M,598170
Calcutta North East,WEST BENGAL,Ajit Kumar Panja,AITC,2002,22,GEN,7,M,297491
Calcutta North West,WEST BENGAL,Sudip Bandyopadhyay,AITC,2002,21,GEN,7,M,206684
Calcutta South,WEST BENGAL,Mamata Banerjee,AITC,2002,23,GEN,7,F,469103
Contai,WEST BENGAL,Neetish  Sengupta,AITC,2002,31,GEN,7,M,395048
Cooch Behar,WEST BENGAL,Amar Roy Pradhan,FBL,2002,1,SC,7,M,443148
Darjeeling,WEST BENGAL,S.P. Lepcha,CPM,2002,4,GEN,7,M,256826
Diamond Harbour,WEST BENGAL,Samik Lahiri,CPM,2002,17,GEN,7,M,402761
Dum Dum,WEST BENGAL,Tapan Sikdar,BJP,2002,20,GEN,7,M,614471
Durgapur,WEST BENGAL,Sunil Khan,CPM,2002,37,SC,7,M,461940
Hooghly,WEST BENGAL,Rupchand Pal,CPM,2002,27,GEN,7,M,440674
Howrah,WEST BENGAL,Swadesh Chakraborty,CPM,2002,24,GEN,7,M,490537
Jadavpur,WEST BENGAL,Krishna Bose,AITC,2002,18,GEN,7,F,485366
Jalpaiguri,WEST BENGAL,Minati Sen,CPM,2002,3,GEN,7,F,405785
Jangipur,WEST BENGAL,Abul Hasnat Khan,CPM,2002,8,GEN,7,M,352580
Jhargram,WEST BENGAL,Rupchand Murmu,CPM,2002,33,ST,7,M,402325
Joynagar,WEST BENGAL,Sanat Kumar Mondal,RSP,2002,15,SC,7,M,396383
Katwa,WEST BENGAL,Mahboob Zahedi,CPM,2002,40,GEN,7,M,461502
Krishnagar,WEST BENGAL,Satyabrata Mookherjee,BJP,2002,11,GEN,7,M,366954
Malda,WEST BENGAL,Abul Barkat Ataul Ghani Khan Choudhury,INC,2002,7,GEN,7,M,325833
Mathurapur,WEST BENGAL,Radhika Ranjan Pramanik,CPM,2002,16,SC,7,M,382962
Midnapore,WEST BENGAL,PROBODH PANDA,CPI,2002,32,GEN,7,M,448237
Murshidabad,WEST BENGAL,Moinul Hassan,CPM,2002,9,GEN,7,M,391366
Nabadwip,WEST BENGAL,Ananda Mohan Biswas,AITC,2002,12,SC,7,M,459319
Panskura,WEST BENGAL,Dr. Bikram Sarkar,AITC,2002,29,GEN,7,F,426779
Purulia,WEST BENGAL,Birsingh Mahato,FBL,2002,34,GEN,7,M,351143
Raiganj,WEST BENGAL,Priya Ranjan Dasmunsi,INC,2002,5,GEN,7,M,409331
Serampore,WEST BENGAL,Akbor Ali Khandoker,AITC,2002,26,GEN,7,M,411406
Tamluk,WEST BENGAL,Lakshman Chandra Seth,CPM,2002,30,GEN,7,M,455168
Uluberia,WEST BENGAL,Hannan Mollah,CPM,2002,25,GEN,7,M,399397
Vishnupur,WEST BENGAL,Sandhya Bauri,CPM,2002,36,SC,7,F,483084
Adilabad,ANDHRA,Dr. S. Venugopal Chary,TDP,2003,35,GEN,7,M,390308
Amalapuram,ANDHRA,GANTI VIJAYAKUMARI,TDP,2003,9,SC,7,F,341923
Anakapalli,ANDHRA,Ganta Srinivasa Rao,TDP,2003,6,GEN,7,M,392984
Anantapur,ANDHRA,Kalava Srinivasulu,TDP,2003,25,GEN,7,M,378488
Bapatla,ANDHRA,D. Rama Naidu,TDP,2003,16,GEN,7,M,399596
Bhadrachalam,ANDHRA,Dumpa Mary Vijaya Kumari,TDP,2003,5,ST,7,F,293593
Bobbili,ANDHRA,Botcha Satyanarayana,INC,2003,3,GEN,7,M,339768
Chittoor,ANDHRA,Noothana Kalva Ramakrishna Reddy,TDP,2003,21,GEN,7,M,419208
Cuddapah,ANDHRA,Vivekananda Reddy  Y.S.,INC,2003,23,GEN,7,M,367833
Eluru,ANDHRA,Bolla Bulli Ramaiah,TDP,2003,11,GEN,7,M,435884
Guntur,ANDHRA,Yemparala Venkateswararao,TDP,2003,15,GEN,7,M,399065
Hanamkonda,ANDHRA,Chada Suresh Reddy,TDP,2003,38,GEN,7,M,375285
Hindupur,ANDHRA,B.K. Parthasarathi,TDP,2003,24,GEN,7,M,432575
Hyderabad,ANDHRA,Sultan Salahuddin Owaisi,AIMIM,2003,30,GEN,7,M,448165
Kakinada,ANDHRA,Mudragada Padmanabham,TDP,2003,7,GEN,7,M,435811
Karimnagar,ANDHRA,Chennamaneni Vidyasagar Rao,BJP,2003,37,GEN,7,M,398437
Khammam,ANDHRA,Renuka Chowdhury,INC,2003,40,GEN,7,F,328596
Kurnool,ANDHRA,Kambhalapati E. Krishna Murthy,TDP,2003,26,GEN,7,M,385688
Machilipatnam,ANDHRA,Ambati Brahmanaiah,TDP,2003,12,GEN,7,M,387533
Mahabubnagar,ANDHRA,A.P.Jitender Reddy,BJP,2003,29,GEN,7,M,391588
Medak,ANDHRA,A. Narendra,BJP,2003,33,GEN,7,M,400244
Miryalguda,ANDHRA,Jaipal Reddy Sudini,INC,2003,42,GEN,7,M,401437
Nagarkurnool,ANDHRA,Dr.Manda Jagannath,TDP,2003,28,SC,7,M,431095
Nalgonda,ANDHRA,Gutha Sukender Reddy,TDP,2003,41,GEN,7,M,427505
Nandyal,ANDHRA,Bhuma  Nagi Reddy,TDP,2003,27,GEN,7,M,391655
Narasapur,ANDHRA,Uppalapati Venkata Krishnam Raju,BJP,2003,10,GEN,7,M,421099
Narasaraopet,ANDHRA,Janardhanareddy Nedurumalli,INC,2003,17,GEN,7,M,432266
Nellore,ANDHRA,Rajeswaramma Vukkala,TDP,2003,19,SC,7,F,381166
Nizamabad,ANDHRA,Ganga Reddy Gaddam,TDP,2003,34,GEN,7,M,373260
Ongole,ANDHRA,Karanam Balarama Krishna Murthy,TDP,2003,18,GEN,7,M,392840
Parvathipuram,ANDHRA,Dadichiluka Veera Gouri Sankara Rao,TDP,2003,2,ST,7,M,304000
Peddapalli,ANDHRA,Dr.Smt.C. Suguna Kumari,TDP,2003,36,SC,7,F,406529
Rajahmundry,ANDHRA,Satyanarayana Rao S.B.P.B.K,BJP,2003,8,GEN,7,M,411956
Rajampet,ANDHRA,Gunipati Ramaiah,TDP,2003,22,GEN,7,M,322107
Secunderabad,ANDHRA,Bandaru Dattatraya,BJP,2003,31,GEN,7,M,506626
Siddipet,ANDHRA,M. Rajaiah,TDP,2003,32,SC,7,M,583346
Srikakulam,ANDHRA,Yerrannaidu Kinjarapu,TDP,2003,1,GEN,7,M,373851
Tenali,ANDHRA,Ummareddy Venkateswarlu,TDP,2003,14,GEN,7,M,339800
Tirupathi,ANDHRA,Dr.N.Venkataswamy,BJP,2003,20,SC,7,M,386478
Vijayawada,ANDHRA,Gadde Rama Mohan,TDP,2003,13,GEN,7,M,482968
Visakhapatnam,ANDHRA,M.V.V.S.Murthy,TDP,2003,4,GEN,7,M,442036
Warangal,ANDHRA,Bodakunti Venkateshwarlu,TDP,2003,39,GEN,7,M,385593
Araria,BIHAR,Sukdeo Paswan,RJD,2003,22,SC,7,M,308579
Arrah,BIHAR,Ram Prasad Singh,RJD,2003,36,GEN,7,M,264140
Aurangabad,BIHAR,Shyama Singh,INC,2003,40,GEN,7,F,317418
Bagaha,BIHAR,Mahendra Baitha,JD(U),2003,1,SC,7,M,261498
Balia,BIHAR,Ramjivan Singh,JD(U),2003,19,GEN,7,M,169443
Banka,BIHAR,Digvijay Singh,JD(U),2003,29,GEN,7,M,233453
Barh,BIHAR,Nitish Kumar,JD(U),2003,18,GEN,7,M,362016
Begusarai,BIHAR,Rajo Singh,INC,2003,33,GEN,7,M,318244
Bettiah,BIHAR,Dr Madan Prasad Jaiswal,BJP,2003,2,GEN,7,M,343027
Bhagalpur,BIHAR,Subodh Ray,CPM,2003,30,GEN,7,M,321159
Bikramganj,BIHAR,Kanti Singh,RJD,2003,39,GEN,7,F,346259
Buxar,BIHAR,Lal Muni Choubey,BJP,2003,37,GEN,7,M,235968
Chapra,BIHAR,Rajiv Pratap Rudi,BJP,2003,7,GEN,7,M,390477
Chatra,BIHAR,Nagmani,RJD,2003,44,GEN,7,M,219783
Darbhanga,BIHAR,Kirti Azad,BJP,2003,15,GEN,7,M,395549
Dhanbad,BIHAR,Rita Verma,BJP,2003,47,GEN,7,F,366065
Dumka,BIHAR,SHIBU SOREN,JMM,2003,27,ST,7,M,256360
Gaya,BIHAR,Ramji Manjhi,BJP,2003,43,SC,7,M,319530
Giridih,BIHAR,Ravindra Kumar Pandey,BJP,2003,46,GEN,7,M,248454
Godda,BIHAR,PRADEEP YADAV,BJP,2003,28,GEN,7,M,235939
Gopalganj,BIHAR,Raghunath Jha,JD(U),2003,4,GEN,7,M,365107
Hajipur,BIHAR,Ram Vilas Paswan,JD(U),2003,8,SC,7,M,434609
Hazaribagh,BIHAR,Yashwant Sinha,BJP,2003,48,GEN,7,M,283956
Jahanabad,BIHAR,Arun Kumar,JD(U),2003,41,GEN,7,M,333332
Jamshedpur,BIHAR,Abha Mahato,BJP,2003,50,GEN,7,F,285232
Jhanjharpur,BIHAR,Devendra Prasad Yadav,JD(U),2003,14,GEN,7,M,375852
Katihar,BIHAR,Nikhil Kumar Choudhary,BJP,2003,25,GEN,7,M,280911
Khagaria,BIHAR,Renu Kumari,JD(U),2003,31,GEN,7,F,293412
Khunti,BIHAR,Kariya Munda,BJP,2003,52,ST,7,M,187484
Kishanganj,BIHAR,Syed Shahnawaz Hussain,BJP,2003,23,GEN,7,M,258035
Kodarma,BIHAR,Tilakdhari Pd Singh,INC,2003,45,GEN,7,M,273808
Lohardaga,BIHAR,Dukha Bhagat,BJP,2003,53,ST,7,M,163658
Madhepura,BIHAR,Sharad Yadav,JD(U),2003,21,GEN,7,M,328761
Madhubani,BIHAR,Hukumdeo Narayan Yadav,BJP,2003,13,GEN,7,M,328616
Maharajganj,BIHAR,Prabhunath Singh,JD(U),2003,6,GEN,7,M,398475
Monghyr,BIHAR,Brahma Nand Mandal,JD(U),2003,32,GEN,7,M,346615
Motihari,BIHAR,Radha Mohan Singh,BJP,2003,3,GEN,7,M,338696
Muzaffarpur,BIHAR,Captain Jai Na. Pd. Nishad,JD(U),2003,10,GEN,7,M,363820
Nalanda,BIHAR,George Fernandes,JD(U),2003,34,GEN,7,M,464458
Nawada,BIHAR,Sanjay Paswan,BJP,2003,42,SC,7,M,453943
Palamau,BIHAR,Braj Mohan Ram,BJP,2003,54,SC,7,M,271657
Patna,BIHAR,C P Thakur,BJP,2003,35,GEN,7,M,379370
Purnea,BIHAR,Rajesh Ranjan,IND,2003,24,GEN,7,M,438193
Rajmahal,BIHAR,Thomas Hansda,INC,2003,26,ST,7,M,250298
Ranchi,BIHAR,Ram Tahal Choudhary,BJP,2003,49,GEN,7,M,379261
Rosera,BIHAR,Ram Chandra Paswan,JD(U),2003,16,SC,7,M,420564
Saharsa,BIHAR,Dinesh Chandra Yadav,JD(U),2003,20,GEN,7,M,392926
Samastipur,BIHAR,Manjay Lal,JD(U),2003,17,GEN,7,M,368776
Sasaram,BIHAR,Muni Lall,BJP,2003,38,SC,7,M,257223
Sheohar,BIHAR,Md Anwarul Haque,RJD,2003,12,GEN,7,M,347279
Singhbhum,BIHAR,Laxman Gilua,BJP,2003,51,ST,7,M,231237
Sitamarhi,BIHAR,Nawal Kishore Rai,JD(U),2003,11,GEN,7,M,410557
Siwan,BIHAR,M  Sahabuddin,RJD,2003,5,GEN,7,M,385069
Vaishali,BIHAR,Raghuvansh Prasad Singh,RJD,2003,9,GEN,7,M,308458
Chandni Chowk,DELHI,Vijay Goel,BJP,2003,5,GEN,7,M,74001
Delhi Sadar,DELHI,Madan Lal Khurana,BJP,2003,6,GEN,7,M,143186
East Delhi,DELHI,Lal Bihari Tiwari,BJP,2003,4,GEN,7,M,521434
Karol Bagh,DELHI,Anita Arya,BJP,2003,7,SC,7,F,128956
New Delhi,DELHI,Jag Mohan,BJP,2003,1,GEN,7,M,124626
Outer Delhi,DELHI,Sahib Singh Verma,BJP,2003,3,GEN,7,M,709692
South Delhi,DELHI,Vijay Kumar Malhotra,BJP,2003,2,GEN,7,M,261230
Ahmedabad,GUJARAT,Harin Pathak,BJP,2003,10,GEN,7,M,280696
Amreli,GUJARAT,Dileep Sanghani,BJP,2003,7,GEN,7,M,217670
Anand,GUJARAT,Patel Dipakbhai Chimanbhai   (Sathi),BJP,2003,20,GEN,7,M,273683
Banaskantha,GUJARAT,Chaudhary Haribhai Parthibhai,BJP,2003,14,GEN,7,M,308313
Baroda,GUJARAT,Jayaben Thakkar,BJP,2003,22,GEN,7,F,322758
Bhavnagar,GUJARAT,Rana Rajendrasinh Ghanshyamsinh (Rajubhai Rana),BJP,2003,8,GEN,7,M,265446
Broach,GUJARAT,Mansukhbhai Vasava,BJP,2003,23,GEN,7,M,290195
Bulsar,GUJARAT,Manibhai Ramjibhai Chaudhari,BJP,2003,26,ST,7,M,300195
Chhota Udaipur,GUJARAT,Ramsinh Rathawa,BJP,2003,21,ST,7,M,248970
Dhandhuka,GUJARAT,Varma Ratilal Kalidas,BJP,2003,9,SC,7,M,229754
Dohad,GUJARAT,Katara Babubhai Khimabhai,BJP,2003,17,ST,7,M,232288
Gandhinagar,GUJARAT,Lal Krishna Advani (L K Advani),BJP,2003,11,GEN,7,M,453229
Godhra,GUJARAT,Solanki Bhupendrasinh Prabhatsinh,BJP,2003,18,GEN,7,M,280684
Jamnagar,GUJARAT,Koradiya Chandreshbhai Valjibhai (Chandresh Patel),BJP,2003,3,GEN,7,M,190726
Junagadh,GUJARAT,Chikhaliya Bhavnaben Devrajbhai,BJP,2003,6,GEN,7,F,266809
Kaira,GUJARAT,Dinsha Patel,INC,2003,19,GEN,7,M,258024
Kapadvanj,GUJARAT,Vaghela Shankarsinh Laxmansinh,INC,2003,16,GEN,7,M,413193
Kutch,GUJARAT,Gadhvi Pushpadan Sambhudan,BJP,2003,1,GEN,7,M,191533
Mandvi,GUJARAT,Patel Mansinhbhai Kalyanji,BJP,2003,25,ST,7,M,320172
Mehsana,GUJARAT,THAKOR PUNJAJI SADAJI,BJP,2003,12,GEN,7,M,485558
Patan,GUJARAT,Rashtrapal Pravinchandra Somabhai,INC,2003,13,SC,7,M,246798
Porbandar,GUJARAT,Javiya Gordhanbhai Jadavbhai,BJP,2003,5,GEN,7,M,210627
Rajkot,GUJARAT,Dr Kathiriya Vallabhbhai Ramjibhai,BJP,2003,4,GEN,7,M,312941
Sabarkantha,GUJARAT,Nisha Amarsinh Chaudhary,INC,2003,15,GEN,7,F,334565
Surat,GUJARAT,Kashiram Rana,BJP,2003,24,GEN,7,M,423773
Surendranagar,GUJARAT,Makwana Savshibhai Kanjibhai,INC,2003,2,GEN,7,M,244368
Ambala,HARYANA,Rattan Lal Kataria,BJP,2003,1,SC,7,M,357460
Bhiwani,HARYANA,Ajay Singh Chautala,INLD,2003,8,GEN,7,M,381255
Faridabad,HARYANA,Ram Chander Bainda,BJP,2003,6,GEN,7,M,367842
Hissar,HARYANA,Surender Singh Barwala,INLD,2003,9,GEN,7,M,396540
Karnal,HARYANA,I.D. Swami,BJP,2003,3,GEN,7,M,433733
Kurukshetra,HARYANA,Prof Kailasho Devi,INLD,2003,2,GEN,7,F,438701
Mahendragarh,HARYANA,Dr. Sudha Yadav,BJP,2003,7,GEN,7,F,420706
Rohtak,HARYANA,Inder Singh,INLD,2003,5,GEN,7,M,366926
Sirsa,HARYANA,Dr. Sushil Kumar Indora,INLD,2003,10,SC,7,M,419278
Sonepat,HARYANA,Kishan Singh Sangwan,BJP,2003,4,GEN,7,M,457056
Hamirpur,HIMACHAL PRADESH,Suresh Chandel,BJP,2003,4,GEN,7,M,336172
Kangra,HIMACHAL PRADESH,Shanta Kumar,BJP,2003,3,GEN,7,M,325066
Mandi,HIMACHAL PRADESH,Maheshwar Singh,BJP,2003,2,GEN,7,M,325929
Simla,HIMACHAL PRADESH,Lt. Col. Dhani Ram Shandil,HVC,2003,1,SC,7,M,264002
Bagalkot,KARNATAKA,R.S. Patil,INC,2003,27,GEN,7,M,378488
Bangalore North,KARNATAKA,C.K Jaffar Sharief,INC,2003,12,GEN,7,M,525523
Bangalore South,KARNATAKA,Ananth Kumar,BJP,2003,13,GEN,7,M,410161
Belgaum,KARNATAKA,Amarsinh Vasantarao Patil,INC,2003,25,GEN,7,M,383444
Bellary,KARNATAKA,Kolur Basavanagoud,INC,2003,5,GEN,7,M,259851
Bidar,KARNATAKA,Ramchandra Veerappa,BJP,2003,1,SC,7,M,350221
Bijapur,KARNATAKA,Basangouda Ramangouda Patil(Yatnal),BJP,2003,28,GEN,7,M,348816
Chamarajanagar,KARNATAKA,V.Sreenivasaprasad,JD(U),2003,15,SC,7,M,311547
Chikballapur,KARNATAKA,R.L. Jalappa,INC,2003,9,GEN,7,M,422587
Chikkodi,KARNATAKA,Jigajinagi Rameshchandappa,JD(U),2003,26,SC,7,M,392450
Chikmagalur,KARNATAKA,D.C.Srikantappa,BJP,2003,20,GEN,7,M,324470
Chitradurga,KARNATAKA,Shashi Kumar,JD(U),2003,7,GEN,7,M,370793
Davangere,KARNATAKA,G.Mallikarjunappa,BJP,2003,6,GEN,7,M,398969
Dharwad North,KARNATAKA,Vijay Sankeshwar,BJP,2003,24,GEN,7,M,345197
Dharwad South,KARNATAKA,Prof. I.G. Sanadi,INC,2003,23,GEN,7,M,355523
Gulbarga,KARNATAKA,Iqbal Ahemed Saradgi,INC,2003,2,GEN,7,M,352359
Hassan,KARNATAKA,G.Putta Swamy Gowda,INC,2003,19,GEN,7,M,398344
Kanakapura,KARNATAKA,H.D.DEVEGOWDA,JD(U),2003,11,GEN,7,M,581709
Kanara,KARNATAKA,Alva Margaret,INC,2003,22,GEN,7,F,356246
Kolar,KARNATAKA,K.H. Muniyappa,INC,2003,10,SC,7,M,321964
Koppal,KARNATAKA,H.G.Ramulu,INC,2003,4,GEN,7,M,350599
Mandya,KARNATAKA,Ambareesh @ Amaranatha .M.H,INC,2003,14,GEN,7,M,418110
Mangalore,KARNATAKA,V.Dhananjaya Kumar,BJP,2003,17,GEN,7,M,353536
Mysore,KARNATAKA,Srikantadatta Narasimharaja Wadiyar,INC,2003,16,GEN,7,M,338051
Raichur,KARNATAKA,A. Venkatesh Naik,INC,2003,3,GEN,7,M,359946
Shimoga,KARNATAKA,S.Bangarappa,INC,2003,21,GEN,7,M,427870
Tumkur,KARNATAKA,G.S.Basavaraj,INC,2003,8,GEN,7,M,318922
Udupi,KARNATAKA,Vinay Kumar Sorake,INC,2003,18,GEN,7,M,352326
Adoor,KERALA,Kodikunnil Suresh,INC,2003,17,SC,7,M,337003
Alleppey,KERALA,V.M. Sudheeran,INC,2003,15,GEN,7,M,392700
Badagara,KERALA,A.K. Premajam,CPM,2003,3,GEN,7,F,404355
Calicut,KERALA,K. Muraleedharan,INC,2003,4,GEN,7,M,383425
Cannanore,KERALA,A.P. Abdullakkutty,CPM,2003,2,GEN,7,M,428390
Chirayinkil,KERALA,Varkala Radhakrishnan,CPM,2003,19,GEN,7,M,309304
Ernakulam,KERALA,Dr.Sebastian Paul,IND,2003,11,GEN,7,M,335308
Idukki,KERALA,K. Francis George,KEC,2003,14,GEN,7,M,365313
Kasaragod,KERALA,T. Govindan,CPM,2003,1,GEN,7,M,423564
Kottayam,KERALA,Suresh Kurup,CPM,2003,13,GEN,7,M,344296
Manjeri,KERALA,E. Ahamed,MUL,2003,5,GEN,7,M,437563
Mavelikara,KERALA,Ramesh Chennithala,INC,2003,16,GEN,7,M,310455
Mukundapuram,KERALA,K. Karunakaran,INC,2003,10,GEN,7,M,397156
Muvattupuzha,KERALA,Adv. P.C. Thomas,KEC(M),2003,12,GEN,7,M,357402
Ottapalam,KERALA,S. Ajayakumar,CPM,2003,8,SC,7,M,359758
Palghat,KERALA,N.N.Krishnadas,CPM,2003,7,GEN,7,M,372536
Ponnani,KERALA,G.M. Banatwalla,MUL,2003,6,GEN,7,M,372572
Quilon,KERALA,P. Rajendran,CPM,2003,18,GEN,7,M,351869
Trichur,KERALA,A.C. Jose,INC,2003,9,GEN,7,M,343793
Trivandrum,KERALA,Advocate V.S. Sivakumar,INC,2003,20,GEN,7,M,288390
Balaghat,MADHYA PRADESH,Prahladsingh Patel,BJP,2003,23,GEN,7,M,251308
Bastar,MADHYA PRADESH,Baliram Kashyap,BJP,2003,20,ST,7,M,155421
Betul,MADHYA PRADESH,"Vijay Kumar Khandelwal "" Munni Bhaiya""",BJP,2003,28,GEN,7,M,272512
Bhind,MADHYA PRADESH,Dr. Ramlakhan Singh,BJP,2003,2,GEN,7,M,270766
Bhopal,MADHYA PRADESH,Uma Bharti,BJP,2003,30,GEN,7,F,537905
Bilaspur,MADHYA PRADESH,Punnulal Mohale,BJP,2003,15,SC,7,M,274860
Chhindwara,MADHYA PRADESH,Kamal Nath,INC,2003,27,GEN,7,M,399904
Damoh,MADHYA PRADESH,Dr. Ramkrishna Kusmaria,BJP,2003,7,GEN,7,M,246909
Dhar,MADHYA PRADESH,Gajendra Singh Rajukhedi,INC,2003,36,ST,7,M,355482
Durg,MADHYA PRADESH,Tara Chand Sahu,BJP,2003,21,GEN,7,M,389777
Guna,MADHYA PRADESH,JYOTIRADITYA MADHAVRAO SCINDIA,INC,2003,4,GEN,7,M,535728
Gwalior,MADHYA PRADESH,Jaibhan Singh Pavaiya,BJP,2003,3,GEN,7,M,254486
Hoshangabad,MADHYA PRADESH,Sundar Lal Patwa,BJP,2003,29,GEN,7,M,353760
Indore,MADHYA PRADESH,Sumitra Mahajan,BJP,2003,37,GEN,7,F,474167
Jabalpur,MADHYA PRADESH,Jaishree Banerjee ( Bhabhi Ji),BJP,2003,25,GEN,7,F,300648
Janjgir,MADHYA PRADESH,Dr. Charandas Mahant,INC,2003,14,GEN,7,M,278931
Jhabua,MADHYA PRADESH,Kantilal Bhuriya,INC,2003,39,ST,7,M,371842
Kanker,MADHYA PRADESH,Sohan Potai,BJP,2003,19,ST,7,M,318040
Khajuraho,MADHYA PRADESH,Satyavrat Chaturvedi ( Vinod Bhaiya ),INC,2003,6,GEN,7,M,335861
Khandwa,MADHYA PRADESH,Nandkumarsingh Chouhan ( Nandu Bhaiya ),BJP,2003,34,GEN,7,M,364161
Khargone,MADHYA PRADESH,Tarachand Patel,INC,2003,35,GEN,7,M,354133
Mahasamund,MADHYA PRADESH,Shyama Charan Shukla,INC,2003,18,GEN,7,M,340635
Mandla,MADHYA PRADESH,Faggan Singh Kulaste,BJP,2003,24,ST,7,M,232042
Mandsaur,MADHYA PRADESH,Dr. Lakshaminarayan Pandey,BJP,2003,40,GEN,7,M,395928
Morena,MADHYA PRADESH,Ashok Chhaviram  Argal,BJP,2003,1,SC,7,M,210790
Raigarh,MADHYA PRADESH,Vishnudeo Sai,BJP,2003,13,ST,7,M,276244
Raipur,MADHYA PRADESH,Ramesh Bais,BJP,2003,17,GEN,7,M,354736
Rajgarh,MADHYA PRADESH,Laxman Singh,INC,2003,32,GEN,7,M,354234
Rajnandgaon,MADHYA PRADESH,Dr. Raman,BJP,2003,22,GEN,7,M,304611
Rewa,MADHYA PRADESH,Sunder Lal Tiwari,INC,2003,9,GEN,7,M,275115
Sagar,MADHYA PRADESH,Virendra Kumar,BJP,2003,5,SC,7,M,293357
Sarangarh,MADHYA PRADESH,P. R. Khute,BJP,2003,16,SC,7,M,281769
